id,name,description,initial_price,quantity,reserve_price,buy_now,nb_of_bids,max_bid,start_date,end_date,seller,category
828,id,"molestiae et iusto",836.16,10,42.85,434.37,49,129.16,"2021-05-27 19:30:13","2022-01-09 00:46:52",27,28
829,ipsum,"placeat facere possimus",539.62,3,648.52,913.17,40,861.75,"2021-06-09 08:59:00","2021-11-25 21:37:07",108,1
830,quod,"omnis dolor repellendus",988.89,9,805.06,73.33,21,141.49,"2021-10-10 10:25:24","2021-07-29 08:30:06",114,27
831,similique,"ea commodi consequatur",95.78,8,341.65,685.7,22,546.78,"2021-08-29 04:28:11","2021-04-05 01:09:21",164,46
832,in,"nobis est eligendi",955,7,160.36,864.47,88,662.34,"2021-04-26 04:02:19","2022-02-22 00:20:06",66,11
833,consectetur,"et harum quidem",983.52,8,883.36,646.27,3,902.2,"2021-08-29 14:34:37","2021-11-04 21:24:07",21,46
834,molestiae,"inventore veritatis et",550.14,8,486.93,101.86,100,15.06,"2021-05-04 10:17:04","2021-05-28 18:19:03",39,9
835,qui,"aut consequatur vel",295.95,9,521.33,92.82,5,303.2,"2022-01-22 14:49:41","2021-11-27 19:39:46",199,27
836,rerum,"qui ratione voluptatem",606.81,4,42.62,506.48,99,993.16,"2022-02-17 21:27:22","2021-09-25 04:02:50",89,23
837,aspernatur,"ut et voluptates",646.15,5,380.36,660.16,8,401.69,"2021-08-08 16:39:07","2022-02-06 00:18:10",14,49
838,eveniet,"neque dolorem ipsum",968.42,9,79.79,870.81,59,779.3,"2021-12-04 09:35:31","2021-09-10 15:01:36",11,46
839,sapiente,"vel illum qui",773,6,435.55,570.33,36,597.38,"2021-09-08 21:50:55","2021-10-24 12:52:58",33,3
840,illo,"eum iure reprehenderit",306.13,6,597.7,244.05,12,979.61,"2022-01-30 07:02:50","2021-08-23 03:33:40",55,11
841,quis,"quod maxime placeat",120.07,3,628.86,210.09,63,997.58,"2021-09-10 03:55:08","2021-10-30 06:19:42",180,37
842,quasi,"magnam aliquam quaerat",650.71,10,214.51,915.04,68,136.45,"2022-02-21 21:11:15","2021-06-18 04:49:01",125,33
843,magni,"consequuntur magni dolores",625.6,10,541.5,608.5,57,156.66,"2021-05-29 08:34:10","2021-10-24 23:18:50",150,24
844,sapiente,"voluptatem sequi nesciunt",518.71,10,731.42,72.22,37,38.02,"2021-10-15 10:39:37","2021-06-07 21:36:30",70,9
845,tempora,"eum iure reprehenderit",964.04,10,564.97,858.33,75,491.66,"2021-10-09 13:20:00","2021-11-14 19:55:16",59,5
846,quibusdam,"ullam corporis nemo",37.5,2,51.79,883.02,66,19.67,"2021-05-27 23:46:40","2021-11-27 11:23:22",91,34
847,ex,"ut et voluptates",672.6,5,519.85,185.1,90,39.09,"2021-03-12 04:10:17","2021-07-21 22:17:40",3,50
848,perferendis,"rerum necessitatibus saepe",936.79,1,604.48,163.36,75,790.12,"2022-03-08 12:56:08","2022-01-24 03:09:15",53,20
849,iusto,"est laborum et",183.59,0,886.37,824.47,84,378.83,"2021-05-09 05:30:45","2022-01-17 22:36:32",162,15
850,ad,"aliquam quaerat voluptatem",720.32,5,226.04,498.54,3,435.92,"2021-07-16 14:05:33","2022-01-02 19:50:24",13,3
851,mollitia,"mollitia animi id",419.27,9,459.77,213.45,100,655.1,"2022-01-17 12:39:36","2021-06-21 05:43:40",144,17
852,vero,"illum qui dolorem",628.68,2,695.33,614.2,62,638.49,"2021-07-25 04:57:52","2022-01-31 01:25:15",12,10
853,quaerat,"totam rem voluptatum",403,8,908.09,906,24,173.19,"2021-05-12 12:45:03","2021-11-04 20:07:05",104,4
854,voluptas,"ratione voluptatem sequi",965.36,3,160.96,872.57,30,731.37,"2021-11-15 04:43:57","2021-05-20 07:06:52",62,49
855,et,"molestiae non recusandae",282.67,8,76.15,585.36,46,935.97,"2022-02-15 18:21:44","2021-07-05 03:00:38",190,43
856,voluptas,"saepe eveniet ut",959.45,3,270.32,26.32,69,902.83,"2021-11-15 05:37:00","2021-07-28 09:30:17",63,24
857,qui,"necessitatibus saepe eveniet",680.01,6,342.96,831.66,46,451.6,"2021-09-23 08:59:28","2021-03-31 08:52:25",148,30
858,autem,"omnis voluptas assumenda",221.29,7,1.21,663.17,60,841.27,"2021-10-01 14:20:04","2021-04-16 07:35:19",13,33
859,est,"sed quia non",204.9,2,11.52,952.83,36,284.46,"2021-09-01 23:51:07","2022-01-25 06:46:26",158,17
860,labore,"eaque ipsa quae",567.61,7,537.74,766.84,77,523.59,"2021-10-26 03:27:56","2022-03-06 13:42:16",160,22
861,adipisci,"labore et dolore",802.45,7,152.73,531.87,71,469.98,"2021-10-27 18:04:43","2021-12-12 09:44:59",137,27
862,in,"assumenda est omnis",110.06,10,546.15,750.48,32,65.77,"2021-06-23 19:22:32","2021-04-10 12:16:40",69,31
863,distinctio,"commodi consequatur quis",140.01,2,476.37,570.26,49,136.29,"2022-02-13 19:02:07","2021-12-17 10:00:08",158,20
864,illum,"quae ab illo",293.54,1,946.75,462.16,42,860.75,"2021-05-19 03:17:36","2021-05-22 22:27:15",39,34
865,incidunt,"harum quidem rerum",412.89,4,618.72,580.36,100,542.77,"2021-12-08 20:42:55","2022-01-28 02:16:44",40,44
866,cumque,"mollitia animi id",552.58,8,743.26,940.48,82,85.24,"2021-07-28 16:41:36","2021-12-06 12:52:15",113,6
867,odio,"aut perferendis sit",808.73,2,843.74,894.92,10,211.2,"2022-03-02 07:29:11","2021-05-18 16:32:39",122,16
868,doloribus,"ut aut reiciendis",80.51,3,48.26,725.84,52,412.35,"2021-03-19 13:07:09","2021-08-01 07:52:56",62,50
869,reprehenderit,"dignissimos ducimus qui",99.79,3,380.77,89.61,95,673.36,"2021-05-05 22:12:27","2022-02-06 23:57:05",21,29
870,cupiditate,"aperiam eaque ipsa",599.28,2,115.69,664.05,19,521.72,"2021-05-30 00:35:22","2021-12-16 22:24:37",14,3
871,sit,"sint occaecati cupiditate",245.11,0,272.21,884.2,46,571.81,"2021-07-20 09:46:49","2021-09-20 01:02:11",26,10
872,magni,"aut odit aut",934.27,0,114.06,503.03,82,853.09,"2021-03-20 05:42:50","2021-04-03 01:43:48",40,29
873,tenetur," consequatur aut",193.01,5,911.91,220.73,46,347.64,"2021-12-02 05:11:10","2021-03-27 05:34:59",183,29
874,vero,"velit esse quam",620.75,0,542.86,757.95,36,745.23,"2021-09-29 09:19:58","2022-02-27 02:42:13",176,31
875,natus,"consequatur aut perferendis",598.85,2,37.14,411.36,29,37.89,"2021-08-18 16:53:53","2022-01-16 15:16:54",42,46
876,necessitatibus,"fugit sed quia",723.29,9,781.27,774.83,37,874.2,"2021-05-15 17:44:43","2022-03-07 12:49:43",19,40
877,veniam,"non numquam eius",652.64,8,585.54,569.8,50,908.76,"2021-11-20 07:12:06","2021-08-23 04:09:05",158,7
878,at,"sed quia consequuntur",345.86,4,798.94,268.6,40,477.9,"2021-08-05 11:50:57","2021-11-10 00:04:04",75,43
879,tempore,"ea voluptate velit",854.71,1,477.27,584.22,35,978.27,"2021-12-23 10:38:15","2021-08-14 15:47:04",17,16
880,minima,"qui blanditiis praesentium",31.7,5,39.63,615.82,66,90.7,"2022-03-09 10:36:33","2021-09-05 10:53:33",89,6
881,consectetur,"fuga et harum",386.59,1,41.62,783.62,56,694.05,"2021-06-19 12:55:06","2021-03-21 22:54:53",119,34
882,dolorum,"neque dolorem ipsum",564.99,3,218.31,630.45,56,601.84,"2021-06-24 10:41:42","2022-02-03 20:59:36",7,42
883,corrupti,"ab illo inventore",338.73,1,706.14,455.94,95,934.53,"2021-10-14 10:28:13","2021-11-14 20:58:03",173,36
884,non,"ab illo inventore",946.19,2,418.41,112.41,78,251.26,"2021-10-22 11:57:52","2021-04-17 04:48:15",121,16
885,rerum,"sunt in culpa",949.41,5,479.86,295.39,81,257.31,"2021-07-15 08:32:10","2021-05-16 03:52:40",158,32
886,sit,"et quasi architecto",77.32,5,156.19,533.94,59,984.9,"2021-06-24 20:14:13","2022-02-20 11:08:06",69,50
887,ex,"ducimus qui blanditiis",51.49,4,449.15,289.08,62,539.68,"2021-07-11 10:29:56","2021-07-24 12:28:58",85,22
888,cum,"id quod maxime",868.07,10,360.59,20,58,681.5,"2021-07-02 00:25:57","2021-03-17 18:07:39",119,40
889,unde,"eligendi optio cumque",510.46,3,668.46,505.52,83,463.35,"2021-07-04 05:47:25","2021-03-15 23:30:08",166,33
890,voluptatum,"voluptas sit suscipit",58.8,6,887.14,460.44,71,612.74,"2021-09-16 10:37:19","2021-09-14 08:11:52",155,35
891,sequi,"nesciunt neque dolorem",850.46,2,455.24,193.32,16,694.46,"2021-09-03 15:48:07","2021-05-10 15:02:03",140,1
892,dolore,"non numquam eius",807.84,6,974.99,544.64,21,2.85,"2021-09-25 20:01:53","2022-03-04 12:16:49",153,2
893,repellendus,"voluptate velit esse",664.66,8,5.5,180.27,34,654.63,"2021-09-27 02:20:31","2021-11-17 04:45:09",84,44
894,molestias,"recusandae itaque earum",707.6,4,588.29,993.72,56,98.85,"2021-06-01 15:44:13","2022-01-29 08:11:07",72,31
895,quo,"eum fugiat quo",715.28,5,136.2,698.59,47,296.2,"2022-01-10 20:07:07","2021-07-07 16:42:06",76,17
896,consequuntur,"tempora incidunt ut",152.83,8,975.39,94,88,311.31,"2021-12-17 05:49:40","2021-04-04 14:40:09",105,1
897,deleniti,"modi tempora incidunt",181.65,4,904.63,218.18,50,360.8,"2021-04-11 14:58:36","2021-04-06 18:06:34",144,50
898,eius,"doloribus asperiores repellat",243.82,7,967.59,106.28,49,440.78,"2022-02-22 22:38:23","2021-10-17 14:23:10",124,6
899,reprehenderit,"alias consequatur aut",450.01,1,262.34,79.33,24,440.4,"2021-04-26 02:38:14","2021-08-29 01:51:27",140,8
900,adipisci,"eius modi tempora",370.02,2,761.74,124.84,31,806.03,"2021-05-13 07:38:35","2021-07-05 11:07:35",20,33
901,fugit,"blanditiis praesentium laudantium",485.03,1,933.17,261.13,93,54.99,"2021-07-12 21:52:33","2021-07-26 16:46:16",66,32
902,magnam,"maiores doloribus asperiores",164.1,9,22.95,838.39,89,418.94,"2022-03-03 12:32:09","2021-05-06 07:41:01",114,48
903,debitis,"soluta nobis est",230.71,6,128.21,563.99,84,876.49,"2021-09-16 15:20:00","2021-06-28 01:02:54",186,36
904,aliquid,"eum iure reprehenderit",265.19,3,98.8,449.06,43,928.3,"2021-07-17 16:44:50","2021-11-26 03:03:52",60,27
905,dicta,"ea voluptate velit",225.7,2,418.54,808.72,28,189.06,"2021-06-07 16:05:11","2021-12-03 06:58:30",179,3
906,fuga,"aut rerum necessitatibus",403.45,5,149.51,198.19,54,535.83,"2021-09-29 00:10:38","2021-06-02 08:53:25",103,3
907,reprehenderit,"voluptas nulla pariatur",894.63,1,984.78,151.73,20,383.58,"2021-05-10 03:30:54","2021-05-03 20:12:42",30,8
908,beatae,"illo inventore veritatis",116.85,8,779.88,882.68,52,992.38,"2021-08-09 00:44:26","2021-07-10 10:20:51",46,39
909,ipsam,"aut perferendis sit",334.15,1,281.96,358.16,64,195.31,"2021-07-05 21:50:22","2021-10-05 04:37:47",134,17
910,maxime,"quidem rerum facilis",983.34,0,870.75,701.91,10,834,"2021-06-18 15:48:32","2021-08-29 11:37:15",155,39
911,nemo,"ipsum quia dolor",173.99,5,371.53,773.38,16,71.42,"2021-04-29 06:06:59","2022-01-08 20:00:47",62,14
912,quam,"molestias excepturi sint",239.15,6,875.12,525,8,992.12,"2021-10-18 10:38:27","2021-07-05 17:24:32",90,5
913,quasi,"quis nostrum exercitationem",10.8,2,176.17,543.62,27,661.96,"2021-10-31 11:06:21","2021-06-08 12:05:01",188,46
914,similique,"nemo enim ipsam",66.81,6,920.21,148.92,37,420.09,"2022-02-27 20:26:21","2021-05-08 03:52:20",136,32
915,itaque,"vitae dicta sunt",828.7,10,937.08,683.64,60,233.78,"2022-01-05 10:09:54","2021-08-25 11:29:14",184,19
916,vero,"ipsam voluptatem quia",427.8,8,777.76,35.69,11,420.87,"2021-06-02 09:33:25","2021-10-01 06:11:37",11,41
917,quo,"officia deserunt mollitia",218.62,10,550.42,558.78,56,840.25,"2021-11-07 19:29:41","2021-03-27 02:40:30",81,17
918,est,"possimus omnis voluptas",331.86,1,519.01,553.58,9,941.97,"2022-02-23 20:51:05","2022-02-07 03:32:52",24,41
919,excepturi,"consequatur quis autem",308.06,0,533.39,301.09,26,627.14,"2021-04-26 03:14:37","2021-07-24 21:58:50",15,41
920,officia,"ad minima veniam",960.27,2,171.22,331.42,11,978.27,"2022-02-04 21:12:45","2021-04-23 06:12:26",3,18
921,quia,"id est laborum",362.03,1,206.06,13.42,12,23.51,"2021-11-26 02:41:34","2021-03-25 12:58:57",154,3
922,fugiat,"laborum et dolorum",133.56,4,571.13,203.76,91,183.27,"2021-08-03 02:52:59","2021-08-26 11:35:27",137,22
923,aut,"dolores et quas",799.2,4,329.3,842.46,43,127.84,"2021-09-11 07:59:45","2021-10-09 17:56:55",132,14
924,quisquam,"sit suscipit laboriosam",242.3,2,269.36,889.69,66,832.91,"2021-04-11 21:11:54","2022-01-21 20:53:03",109,16
925,maiores,"mollitia animi id",786.22,5,179.84,916.16,37,122.74,"2021-07-01 09:10:12","2021-06-22 13:34:37",176,35
926,adipisci,"repellat alias consequatur",425.65,9,639.19,942.62,4,746.85,"2021-05-13 14:20:48","2021-05-13 01:11:58",36,42
927,modi,"optio cumque nihil",624.09,8,225.05,128.46,70,590.45,"2021-06-14 05:22:53","2021-11-06 01:11:00",96,12
928,natus,"sapiente delectus ut",490.71,2,698.78,792.77,62,482.11,"2021-09-28 19:49:41","2021-11-15 03:54:19",86,41
929,delectus,"eaque ipsa quae",159.22,5,181.44,866.56,72,35.59,"2021-03-16 03:29:42","2021-10-01 14:36:30",74,43
930,qui,"voluptatem sequi nesciunt",452.1,3,922.76,690.07,28,694.68,"2022-01-16 00:52:56","2021-08-27 14:19:14",41,16
931,veritatis,"et quas molestias",789.78,4,145.92,245.75,1,359.92,"2021-10-17 10:01:22","2021-06-19 08:14:46",50,7
932,id,"ipsum quia dolor",592.43,0,845.36,884.37,78,274.74,"2021-06-20 07:14:41","2021-06-30 01:38:51",124,33
933,ipsum,"natus error similique",185.54,6,836.53,817.01,56,144.76,"2021-12-02 06:36:24","2021-06-23 04:55:53",50,5
934,aspernatur,"velit esse quam",604.03,4,456.32,277.14,67,49.02,"2022-01-21 15:05:08","2021-07-22 04:59:31",131,31
935,laudantium,"ipsum quia dolor",719.06,5,849.21,609.74,78,463.29,"2021-12-27 17:41:25","2021-04-10 07:20:59",148,13
936,unde,"maxime placeat facere",382.4,4,622.24,99.59,71,639.75,"2021-04-22 19:14:10","2021-05-19 07:52:15",99,11
937,ullam,"neque dolorem ipsum",29.9,2,324.11,243.39,52,235.72,"2021-04-02 00:22:54","2021-09-08 02:04:11",115,33
938,autem,"ut aliquid ex",572.79,6,933.61,915.78,50,763.98,"2022-01-17 09:38:00","2022-02-14 20:29:38",141,42
939,natus,"et quas molestias",451.51,4,336.76,82.82,18,855.14,"2021-08-01 23:11:28","2021-07-04 20:11:50",89,17
940,quod,"qui blanditiis praesentium",263.16,7,225.88,76.18,31,169.49,"2022-01-30 19:02:31","2021-04-24 17:36:26",48,36
941,ipsam,"cupiditate non provident",849.59,9,949.13,395.06,98,572.55,"2021-09-27 08:27:36","2021-11-09 01:02:54",196,33
942,fugit,"provident sed ut",127.59,4,649.39,977.79,11,21.83,"2021-05-26 19:34:59","2022-01-26 03:54:34",95,4
943,vel,"rerum hic tenetur",852.73,4,983.96,317.62,75,473.42,"2022-01-13 16:36:11","2021-10-11 12:20:48",125,27
944,ducimus,"qui dolorem eum",579.01,4,177.8,824.6,36,619.66,"2022-01-19 00:40:07","2021-05-15 22:07:32",171,43
945,accusantium,"perspiciatis unde omnis",272.96,7,927.52,919.14,80,435.78,"2021-11-16 02:04:16","2021-10-02 23:45:46",190,28
946,expedita,"enim ad minima",847.02,9,355.19,359.39,64,612.63,"2021-11-26 17:19:31","2021-09-18 14:55:32",87,49
947,nemo,"sint occaecati cupiditate",36.86,0,113.34,175.57,49,675.37,"2022-01-28 12:03:19","2021-10-02 02:08:15",120,39
948,expedita,"sit suscipit laboriosam",964.73,4,564.59,863.27,45,966.42,"2021-09-15 18:26:05","2021-12-09 06:24:59",102,32
949,est,"magnam aliquam quaerat",561.11,1,969.52,951.37,44,24.36,"2021-05-22 19:26:51","2022-01-22 19:41:29",83,44
950,vel,"nam libero tempore",310.67,5,259.47,524.13,42,761.71,"2022-01-22 07:50:07","2021-08-24 16:37:28",166,24
951,veritatis,"quia dolor sit",829.84,0,92.96,671.88,18,923.38,"2021-09-03 00:48:33","2021-11-14 00:35:17",7,30
952,eum,"quis autem vel",749.99,5,361.05,573.52,26,214.19,"2021-08-28 21:12:22","2022-01-07 05:47:55",159,31
953,distinctio,"aliquam quaerat voluptatem",457.21,4,215.59,15.89,84,831.47,"2021-03-21 09:26:03","2021-07-20 23:23:59",30,20
954,cumque,"dolores et quas",953.94,7,703.29,405.15,74,560.73,"2021-06-23 12:26:52","2021-05-06 06:12:20",39,11
955,sit,"vel eum iure",59.99,9,423.48,269.54,70,489.02,"2022-01-03 15:20:36","2021-09-01 02:54:19",190,46
956,sequi,"labore et dolore",202.56,4,718.03,756.19,14,469.76,"2021-09-30 22:20:40","2021-11-30 23:05:52",105,40
957,qui,"mollitia animi id",933.8,3,323.38,359.62,17,860.51,"2021-06-10 06:09:28","2021-07-02 19:13:50",193,2
958,officia,"unde omnis iste",345.84,4,327,188.89,30,315.57,"2022-02-27 07:58:14","2021-08-03 13:31:01",26,2
959,nam,"nihil molestiae et",517.07,8,470.41,287.94,60,653.72,"2021-10-29 01:33:32","2021-08-15 03:56:48",125,8
960,quia,"occaecati cupiditate non",619.3,1,355.25,189.72,7,428.68,"2021-04-22 07:09:46","2022-01-27 22:58:27",79,45
961,excepturi,"possimus omnis voluptas",726.5,0,657.5,113.34,16,221.53,"2021-12-11 09:54:06","2021-09-04 00:40:40",63,33
962,aliquid,"odit aut fugit",807.21,4,97.32,833.59,53,271.59,"2021-03-30 14:03:23","2021-06-26 15:06:45",168,21
963,totam,"labore et dolore",835.13,8,157.02,582.8,39,476.72,"2021-08-12 17:58:35","2021-11-18 13:26:04",76,1
964,omnis,"optio cumque nihil",454.67,3,792.33,314.82,13,404.91,"2021-06-28 23:12:45","2021-11-15 01:41:13",98,1
965,dolorem,"optio cumque nihil",747.84,10,382.92,302.81,81,906.77,"2021-09-22 00:35:56","2021-08-16 10:22:36",175,28
966,quibusdam,"esse quam nihil",982.86,3,360.4,44.91,66,351.22,"2021-08-22 15:13:23","2021-12-08 15:31:28",4,26
967,ut,"excepturi sint occaecati",633.48,3,101.91,967.71,26,909.86,"2021-11-21 09:42:58","2021-06-04 06:01:55",84,1
968,itaque,"vel eum iure",394.87,4,907.19,160.39,28,940.58,"2021-07-30 09:33:57","2022-03-04 11:37:21",52,32
969,aspernatur,"nam libero tempore",406.2,2,301.72,582.08,43,447.04,"2021-12-26 19:10:36","2022-03-01 11:15:39",170,31
970,omnis,"sint occaecati cupiditate",70.2,1,485.23,233.87,40,737.21,"2022-01-28 10:21:42","2021-03-14 04:16:22",7,33
971,modi,"labore et dolore",268.74,3,379.99,306.64,92,508.44,"2021-12-07 18:53:29","2021-11-17 03:06:22",119,34
972,aut,"molestiae non recusandae",480.1,0,893.04,993.19,100,200.03,"2022-01-22 23:46:20","2021-09-16 19:32:27",72,34
973,error,"id est laborum",200.56,3,803.56,493.21,20,913.57,"2021-03-10 09:23:27","2021-03-15 01:23:54",48,21
974,aut,"fuga et harum",573.94,7,656.23,955.4,94,857.69,"2022-03-07 07:10:14","2022-01-04 22:56:56",164,34
975,odit,"aut reiciendis voluptatibus",841.17,7,844.54,68.34,63,478.76,"2021-04-15 17:23:10","2021-06-02 03:20:37",160,48
976,architecto,"praesentium laudantium totam",788.36,7,99.88,94.44,87,600.08,"2021-11-30 02:59:04","2021-10-18 22:17:55",124,36
977,delectus,"ducimus qui blanditiis",182.77,9,63.98,843.24,77,112.31,"2021-10-01 16:59:23","2021-11-06 11:48:08",199,7
978,aliquam,"quibusdam et aut",122.64,1,878.42,416.73,46,397.48,"2022-01-05 16:23:17","2021-10-09 03:14:47",109,17
979,est,"possimus omnis voluptas",487.41,1,863.62,479.11,28,952.07,"2021-04-10 18:11:31","2021-12-20 02:28:39",91,33
980,sed,"quia consequuntur magni",689.75,8,354.51,348.22,84,291.69,"2021-11-29 23:45:33","2021-09-06 02:27:08",1,2
981,rerum,"sequi nesciunt neque",640.16,8,471.83,299.53,52,79.73,"2021-08-19 09:17:25","2021-09-02 15:48:59",199,2
982,at,"labore et dolore",687.8,5,398.54,132.93,54,171.5,"2021-09-21 12:50:03","2021-08-03 15:12:24",7,26
983,vel,"rem voluptatum deleniti",999.74,5,728.21,681.55,24,827.75,"2022-02-11 09:42:16","2022-01-11 00:30:33",33,37
984,facere,"in culpa qui",888.73,7,347.35,301.1,82,193.46,"2021-06-02 19:04:59","2021-04-10 18:30:31",184,38
985,illum,"laudantium totam rem",339.4,3,997.18,712.22,38,939.05,"2021-12-28 08:29:54","2021-07-10 00:18:27",47,12
986,odio,"labore et dolore",929.57,6,88.07,508.81,13,262.01,"2022-02-15 15:45:51","2021-06-11 17:44:14",91,42
987,earum,"adipisci velit sed",335.31,4,160.6,833.58,93,355.23,"2021-03-17 22:53:39","2021-10-08 06:58:58",89,14
988,beatae,"amet consectetur adipisci",895.35,9,235.5,840,91,199.7,"2021-07-31 11:24:44","2021-03-11 07:19:00",27,30
989,minima,"et molestiae non",397.18,8,662.56,394.82,8,435.66,"2021-12-13 07:41:09","2021-05-06 13:51:03",81,4
990,deleniti,"reprehenderit qui in",335.36,8,877.68,35.71,50,336.46,"2022-01-01 23:49:37","2021-09-27 07:24:13",168,39
991,sed,"in ea voluptate",628.72,5,324.06,801.52,10,772.81,"2021-08-23 17:17:59","2021-05-09 21:21:05",114,2
992,et,"debitis aut rerum",177.53,6,103.23,392.64,36,400.15,"2022-02-18 05:42:21","2021-03-15 07:43:59",160,41
993,nostrum,"quas molestias excepturi",57.5,9,415.67,404.91,35,552.94,"2021-11-20 03:24:54","2021-11-02 20:14:52",56,29
994,iure,"tempore cum soluta",866.03,1,484.21,798.42,29,749.09,"2021-08-27 07:16:55","2021-08-30 05:42:17",7,22
995,recusandae,"incidunt ut labore",558.59,4,758.4,881.39,28,505.46,"2021-04-30 06:30:41","2021-12-31 09:03:19",172,19
996,nostrum,"laudantium totam rem",479.15,0,331.91,983.78,44,292.3,"2021-04-05 11:04:50","2021-06-17 22:07:54",34,41
997,aut,"asperiores repellat alias",465.09,5,618.13,849.3,38,647.32,"2021-07-09 08:18:26","2021-05-23 15:39:53",127,34
998,harum,"necessitatibus saepe eveniet",138.86,8,66.28,615.96,50,669.68,"2021-10-14 14:15:53","2021-06-19 22:46:44",181,7
999,est,"perferendis sit voluptatem",436.95,4,694.17,440.3,61,184.47,"2021-05-01 03:09:39","2021-06-22 13:44:24",18,29
1000,consequatur,"dolor repellendus temporibus",466.54,8,795.71,269.84,36,670.06,"2021-11-11 14:21:48","2021-03-10 21:56:51",73,42
